,username,tweet_id,tweet_date,tweet_content,tweet_retweet_count,tweet_quote_count,tweet_reply_count,tweet_like_count
1580,POTUS,1404424026185949185,06/14/2021,We’re working to tackle this century’s most pressing challenges – together. https://t.co/DJYSnh4jUd,2657,250,1397,25576
1581,JoeBiden,1404230838619979784,06/14/2021,"The pandemic exposed just how badly we need to invest in the foundation of our country, and in the working people of our country. That's why we proposed the American Jobs Plan—we need to make generational investments today to succeed tomorrow.",6186,365,3307,59020
1582,POTUS,1404185229741408260,06/13/2021,Honored to have met Her Majesty The Queen at Windsor Castle this afternoon. https://t.co/6GnDMpmQ7w,10559,1257,4393,186415
1583,JoeBiden,1403777473800773635,06/12/2021,"The COVID-19 vaccine is free, but lack of access to child care can be a barrier. That’s why four of our nation’s largest child care providers are offering free care for parents and caregivers getting vaccinated from now until July 4: https://t.co/nAUPgjxTWI",2322,139,1374,16376
1584,POTUS,1403775106913034242,06/12/2021,I had a great meeting with German Chancellor Angela Merkel today. The ties between our two nations are stronger than ever — and I’m excited to welcome her to the White House next month to continue our work. https://t.co/QJtOQiIKcf,8729,993,3911,95585
1585,POTUS,1403749724256194562,06/12/2021,"Five years ago, we suffered the deadliest attack affecting the LGBTQ+ community in our history. Within minutes, Pulse Nightclub turned from a place of acceptance and joy to a place of unspeakable pain.

As we remember those we lost, we must recommit to honoring them with action.",8540,562,2526,65066
1586,POTUS,1403714569495789568,06/12/2021,"As the First Lady says: Any nation that out-educates us will out-compete us. That’s why we’re working to pass the American Families Plan, which makes historic investments in education. Secretary Cardona sat down with teachers to discuss how it’ll help them. https://t.co/SMjk9jk45o",2170,172,1282,13705
1587,POTUS,1403477140264337413,06/11/2021,"Today’s news shows that folks are feeling better about the economy. And for good reason: growth is near a 40-year high, unemployment is at its lowest level since the pandemic, and wages are on the rise.

Our economic plan is working — and we’re just getting started. https://t.co/y37uvQHzzS",1476,156,1640,9868
1588,POTUS,1403454409980497927,06/11/2021,"President Macron and I stand together, ready to take on the toughest challenges we face. https://t.co/OSnbdMLxa1",5896,775,2466,71657
1589,POTUS,1403421661001568258,06/11/2021,Diplomacy is back. https://t.co/27D316PAqB,16086,6333,10571,182537
1590,POTUS,1403344384435834889,06/11/2021,Yesterday I announced that the U.S. will donate half a billion additional Pfizer vaccines to help countries in dire need in this pandemic. In this moment — our values call us to do everything that we can to vaccinate the world against COVID-19. https://t.co/T1XCTgQs1y,2034,255,1340,16810
1591,POTUS,1403322312703852551,06/11/2021,"It’s the first official day of the G7 Summit here in the United Kingdom. I’m looking forward to reinforcing our commitment to multilateralism and working with our allies and partners to build a more fair and inclusive global economy.
 
Let’s get to work.",4070,272,1821,39668
1592,POTUS,1403126118899662848,06/10/2021,Our service members are the solid steel spine of America. https://t.co/DG8UYcy3IG,1431,113,1109,9654
1593,POTUS,1403110467967623170,06/10/2021,"Over the next few days, I’ll be participating in meetings with many of our closest partners. This diplomacy is essential — because no single nation acting alone can meet the challenges we face today, or build the shared future we all seek. https://t.co/2kpYLH8o4X",1185,88,814,7384
1594,POTUS,1403098141352763393,06/10/2021,"The special relationship between the United States and the United Kingdom is stronger than ever. Thank you for hosting me today, Prime Minister Johnson. https://t.co/VTo9kEMhof",5548,1367,3002,77342
1595,POTUS,1403087774236950528,06/10/2021,It’s the right thing to do — and the smart thing to do. These vaccines will save millions of lives. https://t.co/y7rdJ7QLza,2051,212,945,15725
1596,POTUS,1403075712244981766,06/10/2021,We won’t be safe from COVID-19 at home until we defeat it in every corner of the globe. That’s why we’re donating half a billion vaccine doses to countries that need it most. https://t.co/7RFze2fDnp,1547,167,726,10170
1597,POTUS,1403062447595048962,06/10/2021,The United States is back. Democracies of the world are standing together to tackle the toughest challenges — and the issues that matter most to our future. https://t.co/JCzsPoBKoM,1425,131,934,9504
1598,POTUS,1403045458277249024,06/10/2021,"Today, I’m announcing that the United States will donate half a billion new Pfizer vaccines to 92 low- and lower middle-income countries. 

These Pfizer vaccines will save millions of lives around the world, and be produced through the power of American manufacturing.",11011,1553,4230,106068
1599,POTUS,1403040921080446981,06/10/2021,Tune in as I give an update on our COVID-19 vaccination program and the effort to defeat COVID-19 around the world. https://t.co/mjobpuWjKH,676,51,431,4274
1600,JoeBiden,1403037362670743559,06/10/2021,"COVID-19 vaccines are free. Get vaccinated, folks.",18683,1902,4731,165437
1601,POTUS,1403014916827721733,06/10/2021,"On my first foreign trip, we’re going to make it clear — the United States and the democracies of the world are standing together to tackle the challenges of our new age. https://t.co/Mb0eDT00UK",3282,301,2179,24126
1602,POTUS,1402995511985012742,06/10/2021,I believe we are at an inflection point in history. A moment where it falls to us to prove that democracies will not just endure — they will excel as we rise to seize the enormous opportunities of this new age. https://t.co/OpOgIqzplT,1705,146,1018,12202
1603,POTUS,1402982038454558722,06/10/2021,To the members of the United States Armed Forces I had the honor of meeting at Royal Air Force Mildenhall: thank you. You are the best of our country — and the First Lady and I are so proud. https://t.co/vXhpMZycQo,2109,120,604,19651
1604,POTUS,1402958631654641665,06/10/2021,"Today, I’ll be meeting with Prime Minister Boris Johnson ahead of the G7 Summit in Cornwall. I look forward to affirming the special relationship between the United States and the United Kingdom and discussing how we’ll tackle our shared challenges together in the years ahead.",2672,292,1974,28538
1605,POTUS,1402807983835389952,06/10/2021,"Hello, United Kingdom! https://t.co/Hk5Yspertc",7219,1320,4434,136256
1606,POTUS,1402764682570633216,06/09/2021,"Diplomacy is essential – because no single nation acting alone can meet the challenges we face today or build the shared future we all seek. 
 
To tackle this century’s most pressing challenges, we have to work together.",2450,215,1468,16918
1607,POTUS,1402733319528357903,06/09/2021,"Democracy doesn’t happen by accident. 
 
We have to defend it. 
Strengthen it. 
Renew it. 
 
And I know that the American people are up to this job.",4517,452,2459,31730
1608,POTUS,1402716265370750977,06/09/2021,"America is better positioned to advance our national security and our economic prosperity when we bring together like-minded nations to stand with us.
 
Our unrivaled network of alliances and partnerships are a key American advantage.",1392,99,781,9525
1609,POTUS,1402715090823127041,06/09/2021,"Less than 1% of Americans make the choice to serve our nation in uniform.
 
The rest of us — the other 99 percent of us — we owe them.",4795,682,2108,42024
1610,POTUS,1402711070549086209,06/09/2021,Tune in as the First Lady and I deliver remarks to US Air Force personnel and their families stationed at Royal Air Force Mildenhall. https://t.co/Dd9d4jfe00,1222,93,652,7428
1611,JoeBiden,1402700112292425736,06/09/2021,"LGBTQ+ rights are human rights. As we celebrate this month, we won’t rest until full equality for LGBTQ+ Americans is finally achieved and codified into law. The Senate must pass the Equality Act.",9962,907,3550,89403
1612,POTUS,1402688191992406020,06/09/2021,"Since we took office, the unemployment rate has fallen and vaccination rates have soared.

That’s the American Rescue Plan at work.",4358,329,2336,42019
1613,POTUS,1402620607792128007,06/09/2021,"I’m on my way to the U.K. and Europe today for the first foreign trip of my presidency. I know that democracies can rally together to meet the challenges of this new age – this week, in Europe, we have the chance to prove that.",7528,1210,7204,90589
1614,POTUS,1402406082702610436,06/08/2021,"Folks, Wall Street didn’t build this country — the great middle class built this country. And unions built the middle class.",10068,1748,4640,78419
1615,JoeBiden,1402391817065308168,06/08/2021,"We said from the very beginning: there’s no chance for our economy to come back unless we beat the pandemic. And now, after more than a year of darkness, we’re emerging into the light.

Get your vaccine and do your part to help get our country back on track.",3832,272,2677,37236
1616,POTUS,1402374879853359105,06/08/2021,I’m honored every day to serve as president. https://t.co/uw3rbPxmDV,7144,1207,5633,104051
1617,POTUS,1402351147982143499,06/08/2021,"When we took office, the economy was in crisis. We got right to work delivering much-needed economic relief — and as a result, more than 40% fewer families struggled to pay for necessities like food, rent, and utilities this spring.

That’s the American Rescue Plan at work.",2952,220,2182,20965
1618,POTUS,1402321777200611336,06/08/2021,"Folks, the Delta variant — a highly infectious COVID-19 strain — is spreading rapidly among young people between 12 and 20 years old in the U.K. If you’re young and haven’t gotten your shot yet, it really is time. It’s the best way to protect yourself and those you love.",20159,3526,8988,92812
